,dataset_name,model_name,batch_size,weight_decay,learning_rate,fix_noiselevel,init_noiselevel,dropout_prob
2847,energy,dropoutFCN,32,0.0001,0.0001,0.1,0.01,0.05
2848,energy,dropoutFCN,32,0.0001,0.0001,0.1,0.01,0.01
2849,energy,dropoutFCN,32,0.0001,0.0001,0.1,0.01,0.005
2850,energy,noisyFCN,32,0.0001,0.0001,0.01,0.001,0.01
2851,energy,dropoutFCN,32,0.0001,0.0001,0.1,0.01,0.001
2852,energy,dropoutFCN,32,0.0001,0.0005,0.1,0.01,0.2
2853,protein-tertiary-structure,dropoutFCN,32,0.0001,0.002,0.01,0.01,0.1
2854,energy,dropoutFCN,32,0.0001,0.0005,0.1,0.01,0.1
2855,energy,dropoutFCN,32,0.0001,0.0005,0.1,0.01,0.05
2857,energy,dropoutFCN,32,0.0001,0.0005,0.1,0.01,0.01
2858,energy,dropoutFCN,32,0.0001,0.0005,0.1,0.01,0.005
2859,energy,dropoutFCN,32,0.0001,0.0005,0.1,0.01,0.001
2860,energy,dropoutFCN,32,0.0001,0.001,0.1,0.01,0.2
2861,energy,dropoutFCN,32,0.0001,0.001,0.1,0.01,0.1
2862,power-plant,fixnoiseFCN,32,0.001,0.001,0.01,0.01,0.01
2863,energy,dropoutFCN,32,0.0001,0.001,0.1,0.01,0.05
2864,energy,dropoutFCN,32,0.0001,0.001,0.1,0.01,0.01
2865,energy,dropoutFCN,32,0.0001,0.001,0.1,0.01,0.005
2866,energy,noisyFCN,32,0.0001,0.0001,0.01,0.005,0.01
2867,energy,dropoutFCN,32,0.0001,0.001,0.1,0.01,0.001
2868,energy,dropoutFCN,32,0.0001,0.002,0.1,0.01,0.2
2869,energy,dropoutFCN,32,0.0001,0.002,0.1,0.01,0.1
2870,energy,dropoutFCN,32,0.0001,0.002,0.1,0.01,0.05
2871,energy,dropoutFCN,32,0.0001,0.002,0.1,0.01,0.01
2872,energy,dropoutFCN,32,0.0001,0.002,0.1,0.01,0.005
2873,energy,dropoutFCN,32,0.0001,0.002,0.1,0.01,0.001
2874,protein-tertiary-structure,dropoutFCN,32,0.0001,0.002,0.01,0.01,0.05
2875,energy,dropoutFCN,32,1e-05,0.0001,0.1,0.01,0.2
2876,energy,dropoutFCN,32,1e-05,0.0001,0.1,0.01,0.1
2877,energy,noisyFCN,32,0.0001,0.0001,0.01,0.01,0.01
2878,protein-tertiary-structure,dropoutFCN,32,0.0001,0.002,0.01,0.01,0.01
2879,energy,dropoutFCN,32,1e-05,0.0001,0.1,0.01,0.05
2880,kin8nm,fixnoiseFCN,32,0.1,0.002,0.05,0.01,0.01
2881,energy,dropoutFCN,32,1e-05,0.0001,0.1,0.01,0.01
2882,power-plant,fixnoiseFCN,32,0.001,0.001,0.05,0.01,0.01
2883,energy,dropoutFCN,32,1e-05,0.0001,0.1,0.01,0.005
2885,protein-tertiary-structure,dropoutFCN,32,0.0001,0.002,0.01,0.01,0.005
2886,energy,dropoutFCN,32,1e-05,0.0001,0.1,0.01,0.001
2887,energy,dropoutFCN,32,1e-05,0.0005,0.1,0.01,0.2
2888,energy,dropoutFCN,32,1e-05,0.0005,0.1,0.01,0.1
2889,energy,dropoutFCN,32,1e-05,0.0005,0.1,0.01,0.05
2890,energy,dropoutFCN,32,1e-05,0.0005,0.1,0.01,0.01
2891,energy,noisyFCN,32,0.0001,0.0001,0.01,0.05,0.01
2892,energy,dropoutFCN,32,1e-05,0.0005,0.1,0.01,0.005
2893,protein-tertiary-structure,dropoutFCN,32,0.0001,0.002,0.01,0.01,0.001
2894,energy,dropoutFCN,32,1e-05,0.0005,0.1,0.01,0.001
2895,energy,dropoutFCN,32,1e-05,0.001,0.1,0.01,0.2
2896,energy,dropoutFCN,32,1e-05,0.001,0.1,0.01,0.1
2897,energy,dropoutFCN,32,1e-05,0.001,0.1,0.01,0.05
2898,energy,dropoutFCN,32,1e-05,0.001,0.1,0.01,0.01
2899,energy,dropoutFCN,32,1e-05,0.001,0.1,0.01,0.005
2900,energy,dropoutFCN,32,1e-05,0.001,0.1,0.01,0.001
2901,energy,dropoutFCN,32,1e-05,0.002,0.1,0.01,0.2
2902,energy,dropoutFCN,32,1e-05,0.002,0.1,0.01,0.1
2903,energy,dropoutFCN,32,1e-05,0.002,0.1,0.01,0.05
2904,energy,dropoutFCN,32,1e-05,0.002,0.1,0.01,0.01
2905,energy,dropoutFCN,32,1e-05,0.002,0.1,0.01,0.005
2906,power-plant,fixnoiseFCN,32,0.001,0.001,0.1,0.01,0.01
2907,energy,dropoutFCN,32,1e-05,0.002,0.1,0.01,0.001
2908,kin8nm,fixnoiseFCN,32,0.1,0.002,0.1,0.01,0.01
2910,energy,dropoutFCN,32,1e-09,0.0001,0.1,0.01,0.2
2911,energy,noisyFCN,32,0.0001,0.0001,0.01,0.1,0.01
2912,energy,dropoutFCN,32,1e-09,0.0001,0.1,0.01,0.1
2913,energy,dropoutFCN,32,1e-09,0.0001,0.1,0.01,0.05
2914,energy,noisyFCN,32,0.0001,0.0005,0.01,0.001,0.01
2915,energy,dropoutFCN,32,1e-09,0.0001,0.1,0.01,0.01
2916,energy,noisyFCN,32,0.0001,0.0005,0.01,0.005,0.01
2917,energy,dropoutFCN,32,1e-09,0.0001,0.1,0.01,0.005
2918,energy,dropoutFCN,32,1e-09,0.0001,0.1,0.01,0.001
2919,energy,dropoutFCN,32,1e-09,0.0005,0.1,0.01,0.2
2920,energy,noisyFCN,32,0.0001,0.0005,0.01,0.01,0.01
2921,energy,dropoutFCN,32,1e-09,0.0005,0.1,0.01,0.1
2922,energy,dropoutFCN,32,1e-09,0.0005,0.1,0.01,0.05
2923,energy,noisyFCN,32,0.0001,0.0005,0.01,0.05,0.01
2924,energy,dropoutFCN,32,1e-09,0.0005,0.1,0.01,0.01
2925,energy,dropoutFCN,32,1e-09,0.0005,0.1,0.01,0.005
2926,energy,dropoutFCN,32,1e-09,0.0005,0.1,0.01,0.001
2927,energy,dropoutFCN,32,1e-09,0.001,0.1,0.01,0.2
2928,energy,noisyFCN,32,0.0001,0.0005,0.01,0.1,0.01
2929,energy,dropoutFCN,32,1e-09,0.001,0.1,0.01,0.1
2930,energy,dropoutFCN,32,1e-09,0.001,0.1,0.01,0.05
2931,energy,dropoutFCN,32,1e-09,0.001,0.1,0.01,0.01
2932,energy,noisyFCN,32,0.0001,0.001,0.01,0.001,0.01
2933,energy,dropoutFCN,32,1e-09,0.001,0.1,0.01,0.005
2934,protein-tertiary-structure,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.2
2935,energy,dropoutFCN,32,1e-09,0.001,0.1,0.01,0.001
2936,energy,dropoutFCN,32,1e-09,0.002,0.1,0.01,0.2
2937,energy,noisyFCN,32,0.0001,0.001,0.01,0.005,0.01
2938,energy,dropoutFCN,32,1e-09,0.002,0.1,0.01,0.1
2939,energy,dropoutFCN,32,1e-09,0.002,0.1,0.01,0.05
2940,energy,dropoutFCN,32,1e-09,0.002,0.1,0.01,0.01
2941,energy,dropoutFCN,32,1e-09,0.002,0.1,0.01,0.005
2942,energy,noisyFCN,32,0.0001,0.001,0.01,0.01,0.01
2943,energy,dropoutFCN,32,1e-09,0.002,0.1,0.01,0.001
2944,energy,noisyFCN,32,0.0001,0.001,0.01,0.05,0.01
2945,energy,noisyFCN,32,0.0001,0.001,0.01,0.1,0.01
2946,energy,noisyFCN,32,0.0001,0.002,0.01,0.001,0.01
2947,power-plant,fixnoiseFCN,32,0.001,0.002,0.001,0.01,0.01
2948,energy,noisyFCN,32,0.0001,0.002,0.01,0.005,0.01
2949,energy,noisyFCN,32,0.0001,0.002,0.01,0.01,0.01
2950,energy,noisyFCN,32,0.0001,0.002,0.01,0.05,0.01
2951,energy,noisyFCN,32,0.0001,0.002,0.01,0.1,0.01
2952,energy,noisyFCN,32,1e-05,0.0001,0.01,0.001,0.01
2954,energy,noisyFCN,32,1e-05,0.0001,0.01,0.005,0.01
2955,protein-tertiary-structure,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.1
2956,power-plant,fixnoiseFCN,32,0.001,0.002,0.005,0.01,0.01
2957,energy,noisyFCN,32,1e-05,0.0001,0.01,0.01,0.01
2958,energy,noisyFCN,32,1e-05,0.0001,0.01,0.05,0.01
2959,energy,noisyFCN,32,1e-05,0.0001,0.01,0.1,0.01
2960,protein-tertiary-structure,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.05
2961,energy,noisyFCN,32,1e-05,0.0005,0.01,0.001,0.01
2962,energy,noisyFCN,32,1e-05,0.0005,0.01,0.005,0.01
2963,energy,noisyFCN,32,1e-05,0.0005,0.01,0.01,0.01
2964,energy,noisyFCN,32,1e-05,0.0005,0.01,0.05,0.01
2965,energy,noisyFCN,32,1e-05,0.0005,0.01,0.1,0.01
2966,protein-tertiary-structure,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.01
2967,energy,noisyFCN,32,1e-05,0.001,0.01,0.001,0.01
2969,energy,noisyFCN,32,1e-05,0.001,0.01,0.005,0.01
2970,power-plant,fixnoiseFCN,32,0.001,0.002,0.01,0.01,0.01
2971,energy,noisyFCN,32,1e-05,0.001,0.01,0.01,0.01
2972,energy,noisyFCN,32,1e-05,0.001,0.01,0.05,0.01
2973,energy,noisyFCN,32,1e-05,0.001,0.01,0.1,0.01
2974,energy,noisyFCN,32,1e-05,0.002,0.01,0.001,0.01
2975,energy,noisyFCN,32,1e-05,0.002,0.01,0.005,0.01
2976,kin8nm,fixnoiseFCN,32,0.01,0.0001,0.001,0.01,0.01
2977,energy,noisyFCN,32,1e-05,0.002,0.01,0.01,0.01
2978,energy,noisyFCN,32,1e-05,0.002,0.01,0.05,0.01
2979,energy,noisyFCN,32,1e-05,0.002,0.01,0.1,0.01
2980,energy,noisyFCN,32,1e-09,0.0001,0.01,0.001,0.01
2981,power-plant,fixnoiseFCN,32,0.001,0.002,0.05,0.01,0.01
2982,power-plant,noisyFCN,32,0.001,0.0001,0.01,0.05,0.01
2983,protein-tertiary-structure,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.005
2985,energy,noisyFCN,32,1e-09,0.0001,0.01,0.005,0.01
2986,energy,noisyFCN,32,1e-09,0.0001,0.01,0.01,0.01
2988,power-plant,fixnoiseFCN,32,0.001,0.002,0.1,0.01,0.01
2989,energy,noisyFCN,32,1e-09,0.0001,0.01,0.05,0.01
2991,energy,noisyFCN,32,1e-09,0.0001,0.01,0.1,0.01
2992,protein-tertiary-structure,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.001
2993,energy,noisyFCN,32,1e-09,0.0005,0.01,0.001,0.01
2994,energy,noisyFCN,32,1e-09,0.0005,0.01,0.005,0.01
2995,energy,noisyFCN,32,1e-09,0.0005,0.01,0.01,0.01
2996,energy,noisyFCN,32,1e-09,0.0005,0.01,0.05,0.01
2997,energy,noisyFCN,32,1e-09,0.0005,0.01,0.1,0.01
2998,energy,noisyFCN,32,1e-09,0.001,0.01,0.001,0.01
3000,energy,noisyFCN,32,1e-09,0.001,0.01,0.005,0.01
3001,protein-tertiary-structure,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.2
3002,energy,noisyFCN,32,1e-09,0.001,0.01,0.01,0.01
3003,energy,noisyFCN,32,1e-09,0.001,0.01,0.05,0.01
3004,energy,noisyFCN,32,1e-09,0.001,0.01,0.1,0.01
3005,energy,noisyFCN,32,1e-09,0.002,0.01,0.001,0.01
3006,energy,noisyFCN,32,1e-09,0.002,0.01,0.005,0.01
3007,energy,noisyFCN,32,1e-09,0.002,0.01,0.01,0.01
3008,energy,noisyFCN,32,1e-09,0.002,0.01,0.05,0.01
3009,energy,noisyFCN,32,1e-09,0.002,0.01,0.1,0.01
3010,protein-tertiary-structure,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.1
3011,protein-tertiary-structure,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.05
3012,kin8nm,fixnoiseFCN,32,0.01,0.0001,0.005,0.01,0.01
3013,kin8nm,FCN,32,0.1,0.0001,0.01,0.01,0.01
3015,protein-tertiary-structure,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.01
3016,protein-tertiary-structure,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.005
3017,kin8nm,FCN,32,0.1,0.0005,0.01,0.01,0.01
3018,kin8nm,FCN,32,0.1,0.001,0.01,0.01,0.01
3019,protein-tertiary-structure,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.001
3020,kin8nm,FCN,32,0.1,0.002,0.01,0.01,0.01
3022,protein-tertiary-structure,dropoutFCN,32,1e-05,0.001,0.01,0.01,0.2
3023,kin8nm,FCN,32,0.01,0.0001,0.01,0.01,0.01
3024,kin8nm,FCN,32,0.01,0.0005,0.01,0.01,0.01
3025,protein-tertiary-structure,dropoutFCN,32,1e-05,0.001,0.01,0.01,0.1
3026,kin8nm,FCN,32,0.01,0.001,0.01,0.01,0.01
3027,kin8nm,FCN,32,0.01,0.002,0.01,0.01,0.01
3028,protein-tertiary-structure,dropoutFCN,32,1e-05,0.001,0.01,0.01,0.05
3030,protein-tertiary-structure,dropoutFCN,32,1e-05,0.001,0.01,0.01,0.01
3031,kin8nm,FCN,32,0.001,0.0001,0.01,0.01,0.01
3032,protein-tertiary-structure,dropoutFCN,32,1e-05,0.001,0.01,0.01,0.005
3034,kin8nm,fixnoiseFCN,32,0.01,0.0001,0.01,0.01,0.01
3035,protein-tertiary-structure,dropoutFCN,32,1e-05,0.001,0.01,0.01,0.001
3036,kin8nm,FCN,32,0.001,0.0005,0.01,0.01,0.01
3037,kin8nm,FCN,32,0.001,0.001,0.01,0.01,0.01
3039,kin8nm,FCN,32,0.001,0.002,0.01,0.01,0.01
3040,protein-tertiary-structure,dropoutFCN,32,1e-05,0.002,0.01,0.01,0.2
3041,power-plant,fixnoiseFCN,32,0.0001,0.0001,0.001,0.01,0.01
3042,kin8nm,FCN,32,0.0001,0.0001,0.01,0.01,0.01
3043,kin8nm,FCN,32,0.0001,0.0005,0.01,0.01,0.01
3044,kin8nm,FCN,32,0.0001,0.001,0.01,0.01,0.01
3045,protein-tertiary-structure,dropoutFCN,32,1e-05,0.002,0.01,0.01,0.1
3046,kin8nm,FCN,32,0.0001,0.002,0.01,0.01,0.01
3047,kin8nm,FCN,32,1e-05,0.0001,0.01,0.01,0.01
3048,kin8nm,FCN,32,1e-05,0.0005,0.01,0.01,0.01
3049,protein-tertiary-structure,dropoutFCN,32,1e-05,0.002,0.01,0.01,0.05
3050,kin8nm,FCN,32,1e-05,0.001,0.01,0.01,0.01
3052,kin8nm,FCN,32,1e-05,0.002,0.01,0.01,0.01
3053,kin8nm,FCN,32,1e-09,0.0001,0.01,0.01,0.01
3054,kin8nm,FCN,32,1e-09,0.0005,0.01,0.01,0.01
3055,kin8nm,FCN,32,1e-09,0.001,0.01,0.01,0.01
3056,kin8nm,FCN,32,1e-09,0.002,0.01,0.01,0.01
3057,protein-tertiary-structure,dropoutFCN,32,1e-05,0.002,0.01,0.01,0.01
3058,protein-tertiary-structure,dropoutFCN,32,1e-05,0.002,0.01,0.01,0.005
3059,protein-tertiary-structure,dropoutFCN,32,1e-05,0.002,0.01,0.01,0.001
3060,kin8nm,fixnoiseFCN,32,0.01,0.0001,0.05,0.01,0.01
3061,protein-tertiary-structure,dropoutFCN,32,1e-09,0.0001,0.01,0.01,0.2
3063,protein-tertiary-structure,dropoutFCN,32,1e-09,0.0001,0.01,0.01,0.1
3064,kin8nm,fixnoiseFCN,32,0.01,0.0001,0.1,0.01,0.01
3065,power-plant,fixnoiseFCN,32,0.0001,0.0001,0.005,0.01,0.01
3066,protein-tertiary-structure,dropoutFCN,32,1e-09,0.0001,0.01,0.01,0.05
3067,power-plant,noisyFCN,32,0.001,0.0001,0.01,0.1,0.01
3068,kin8nm,noisyFCN,32,0.1,0.0001,0.01,0.001,0.01
3069,protein-tertiary-structure,dropoutFCN,32,1e-09,0.0001,0.01,0.01,0.01
3071,kin8nm,fixnoiseFCN,32,0.01,0.0005,0.001,0.01,0.01
3072,protein-tertiary-structure,dropoutFCN,32,1e-09,0.0001,0.01,0.01,0.005
3073,power-plant,fixnoiseFCN,32,0.0001,0.0001,0.01,0.01,0.01
3074,protein-tertiary-structure,dropoutFCN,32,1e-09,0.0001,0.01,0.01,0.001
3075,power-plant,noisyFCN,32,0.001,0.0005,0.01,0.001,0.01
3076,kin8nm,fixnoiseFCN,32,0.01,0.0005,0.005,0.01,0.01
3077,protein-tertiary-structure,dropoutFCN,32,1e-09,0.0005,0.01,0.01,0.2
3079,protein-tertiary-structure,dropoutFCN,32,1e-09,0.0005,0.01,0.01,0.1
3081,kin8nm,fixnoiseFCN,32,0.01,0.0005,0.01,0.01,0.01
3082,protein-tertiary-structure,dropoutFCN,32,1e-09,0.0005,0.01,0.01,0.05
3083,protein-tertiary-structure,dropoutFCN,32,1e-09,0.0005,0.01,0.01,0.01
3084,power-plant,fixnoiseFCN,32,0.0001,0.0001,0.05,0.01,0.01
3085,kin8nm,fixnoiseFCN,32,0.01,0.0005,0.05,0.01,0.01
3086,protein-tertiary-structure,dropoutFCN,32,1e-09,0.0005,0.01,0.01,0.005
3087,protein-tertiary-structure,dropoutFCN,32,1e-09,0.0005,0.01,0.01,0.001
3088,kin8nm,fixnoiseFCN,32,0.01,0.0005,0.1,0.01,0.01
3089,protein-tertiary-structure,dropoutFCN,32,1e-09,0.001,0.01,0.01,0.2
3090,power-plant,noisyFCN,32,0.001,0.0005,0.01,0.005,0.01
3091,protein-tertiary-structure,dropoutFCN,32,1e-09,0.001,0.01,0.01,0.1
3092,power-plant,fixnoiseFCN,32,0.0001,0.0001,0.1,0.01,0.01
3093,kin8nm,noisyFCN,32,0.1,0.0001,0.01,0.005,0.01
3094,protein-tertiary-structure,dropoutFCN,32,1e-09,0.001,0.01,0.01,0.05
3095,protein-tertiary-structure,dropoutFCN,32,1e-09,0.001,0.01,0.01,0.01
3096,protein-tertiary-structure,dropoutFCN,32,1e-09,0.001,0.01,0.01,0.005
3097,protein-tertiary-structure,dropoutFCN,32,1e-09,0.001,0.01,0.01,0.001
3099,kin8nm,fixnoiseFCN,32,0.01,0.001,0.001,0.01,0.01
3100,protein-tertiary-structure,dropoutFCN,32,1e-09,0.002,0.01,0.01,0.2
3101,protein-tertiary-structure,dropoutFCN,32,1e-09,0.002,0.01,0.01,0.1
3102,protein-tertiary-structure,dropoutFCN,32,1e-09,0.002,0.01,0.01,0.05
3103,protein-tertiary-structure,dropoutFCN,32,1e-09,0.002,0.01,0.01,0.01
3104,protein-tertiary-structure,dropoutFCN,32,1e-09,0.002,0.01,0.01,0.005
3106,protein-tertiary-structure,dropoutFCN,32,1e-09,0.002,0.01,0.01,0.001
3107,power-plant,fixnoiseFCN,32,0.0001,0.0005,0.001,0.01,0.01
3108,kin8nm,fixnoiseFCN,32,0.01,0.001,0.005,0.01,0.01
3110,kin8nm,fixnoiseFCN,32,0.01,0.001,0.01,0.01,0.01
3111,power-plant,noisyFCN,32,0.001,0.0005,0.01,0.01,0.01
3112,kin8nm,fixnoiseFCN,32,0.01,0.001,0.05,0.01,0.01
3113,power-plant,fixnoiseFCN,32,0.0001,0.0005,0.005,0.01,0.01
3115,kin8nm,fixnoiseFCN,32,0.01,0.001,0.1,0.01,0.01
3117,kin8nm,noisyFCN,32,0.1,0.0001,0.01,0.01,0.01
3118,kin8nm,fixnoiseFCN,32,0.01,0.002,0.001,0.01,0.01
3119,power-plant,fixnoiseFCN,32,0.0001,0.0005,0.01,0.01,0.01
3121,kin8nm,fixnoiseFCN,32,0.01,0.002,0.005,0.01,0.01
3123,power-plant,noisyFCN,32,0.001,0.0005,0.01,0.05,0.01
3124,power-plant,fixnoiseFCN,32,0.0001,0.0005,0.05,0.01,0.01
3125,kin8nm,fixnoiseFCN,32,0.01,0.002,0.01,0.01,0.01
3126,power-plant,fixnoiseFCN,32,0.0001,0.0005,0.1,0.01,0.01
3128,kin8nm,fixnoiseFCN,32,0.01,0.002,0.05,0.01,0.01
3130,kin8nm,fixnoiseFCN,32,0.01,0.002,0.1,0.01,0.01
3131,kin8nm,noisyFCN,32,0.1,0.0001,0.01,0.05,0.01
3132,power-plant,fixnoiseFCN,32,0.0001,0.001,0.001,0.01,0.01
3133,power-plant,noisyFCN,32,0.001,0.0005,0.01,0.1,0.01
3136,kin8nm,fixnoiseFCN,32,0.001,0.0001,0.001,0.01,0.01
3137,power-plant,noisyFCN,32,0.001,0.001,0.01,0.001,0.01
3138,power-plant,fixnoiseFCN,32,0.0001,0.001,0.005,0.01,0.01
3139,power-plant,noisyFCN,32,0.001,0.001,0.01,0.005,0.01
3141,kin8nm,noisyFCN,32,0.1,0.0001,0.01,0.1,0.01
3142,power-plant,fixnoiseFCN,32,0.0001,0.001,0.01,0.01,0.01
3144,kin8nm,fixnoiseFCN,32,0.001,0.0001,0.005,0.01,0.01
3145,power-plant,fixnoiseFCN,32,0.0001,0.001,0.05,0.01,0.01
3146,power-plant,noisyFCN,32,0.001,0.001,0.01,0.01,0.01
3147,power-plant,fixnoiseFCN,32,0.0001,0.001,0.1,0.01,0.01
3149,power-plant,noisyFCN,32,0.001,0.001,0.01,0.05,0.01
3150,power-plant,fixnoiseFCN,32,0.0001,0.002,0.001,0.01,0.01
3151,kin8nm,fixnoiseFCN,32,0.001,0.0001,0.01,0.01,0.01
3153,kin8nm,noisyFCN,32,0.1,0.0005,0.01,0.001,0.01
3155,power-plant,noisyFCN,32,0.001,0.001,0.01,0.1,0.01
3156,power-plant,fixnoiseFCN,32,0.0001,0.002,0.005,0.01,0.01
3158,kin8nm,fixnoiseFCN,32,0.001,0.0001,0.05,0.01,0.01
3159,power-plant,noisyFCN,32,0.001,0.002,0.01,0.001,0.01
3160,power-plant,fixnoiseFCN,32,0.0001,0.002,0.01,0.01,0.01
3162,power-plant,noisyFCN,32,0.001,0.002,0.01,0.005,0.01
3163,power-plant,fixnoiseFCN,32,0.0001,0.002,0.05,0.01,0.01
3166,kin8nm,fixnoiseFCN,32,0.001,0.0001,0.1,0.01,0.01
3167,power-plant,fixnoiseFCN,32,0.0001,0.002,0.1,0.01,0.01
3168,power-plant,noisyFCN,32,0.001,0.002,0.01,0.01,0.01
3169,kin8nm,fixnoiseFCN,32,0.001,0.0005,0.001,0.01,0.01
3171,kin8nm,fixnoiseFCN,32,0.001,0.0005,0.005,0.01,0.01
3173,kin8nm,noisyFCN,32,0.1,0.0005,0.01,0.005,0.01
3174,power-plant,noisyFCN,32,0.001,0.002,0.01,0.05,0.01
3175,kin8nm,fixnoiseFCN,32,0.001,0.0005,0.01,0.01,0.01
3177,kin8nm,fixnoiseFCN,32,0.001,0.0005,0.05,0.01,0.01
3179,power-plant,noisyFCN,32,0.001,0.002,0.01,0.1,0.01
3180,kin8nm,fixnoiseFCN,32,0.001,0.0005,0.1,0.01,0.01
3182,power-plant,fixnoiseFCN,32,1e-05,0.0001,0.001,0.01,0.01
3183,kin8nm,noisyFCN,32,0.1,0.0005,0.01,0.01,0.01
3185,kin8nm,fixnoiseFCN,32,0.001,0.001,0.001,0.01,0.01
3187,kin8nm,fixnoiseFCN,32,0.001,0.001,0.005,0.01,0.01
3190,kin8nm,fixnoiseFCN,32,0.001,0.001,0.01,0.01,0.01
3191,kin8nm,fixnoiseFCN,32,0.001,0.001,0.05,0.01,0.01
3192,power-plant,fixnoiseFCN,32,1e-05,0.0001,0.005,0.01,0.01
3194,kin8nm,fixnoiseFCN,32,0.001,0.001,0.1,0.01,0.01
3195,power-plant,noisyFCN,32,0.0001,0.0001,0.01,0.001,0.01
3197,kin8nm,fixnoiseFCN,32,0.001,0.002,0.001,0.01,0.01
3198,power-plant,fixnoiseFCN,32,1e-05,0.0001,0.01,0.01,0.01
3199,kin8nm,noisyFCN,32,0.1,0.0005,0.01,0.05,0.01
3201,kin8nm,fixnoiseFCN,32,0.001,0.002,0.005,0.01,0.01
3202,kin8nm,fixnoiseFCN,32,0.001,0.002,0.01,0.01,0.01
3204,kin8nm,fixnoiseFCN,32,0.001,0.002,0.05,0.01,0.01
3206,power-plant,fixnoiseFCN,32,1e-05,0.0001,0.05,0.01,0.01
3207,kin8nm,noisyFCN,32,0.1,0.0005,0.01,0.1,0.01
3208,kin8nm,fixnoiseFCN,32,0.001,0.002,0.1,0.01,0.01
3209,power-plant,noisyFCN,32,0.0001,0.0001,0.01,0.005,0.01
3210,power-plant,fixnoiseFCN,32,1e-05,0.0001,0.1,0.01,0.01
3212,kin8nm,fixnoiseFCN,32,0.0001,0.0001,0.001,0.01,0.01
3213,kin8nm,noisyFCN,32,0.1,0.001,0.01,0.001,0.01
3214,kin8nm,fixnoiseFCN,32,0.0001,0.0001,0.005,0.01,0.01
3215,power-plant,fixnoiseFCN,32,1e-05,0.0005,0.001,0.01,0.01
3216,kin8nm,noisyFCN,32,0.1,0.001,0.01,0.005,0.01
3218,kin8nm,fixnoiseFCN,32,0.0001,0.0001,0.01,0.01,0.01
3219,power-plant,fixnoiseFCN,32,1e-05,0.0005,0.005,0.01,0.01
3220,power-plant,noisyFCN,32,0.0001,0.0001,0.01,0.01,0.01
3222,kin8nm,fixnoiseFCN,32,0.0001,0.0001,0.05,0.01,0.01
3223,kin8nm,noisyFCN,32,0.1,0.001,0.01,0.01,0.01
3225,power-plant,fixnoiseFCN,32,1e-05,0.0005,0.01,0.01,0.01
3226,kin8nm,noisyFCN,32,0.1,0.001,0.01,0.05,0.01
3227,kin8nm,fixnoiseFCN,32,0.0001,0.0001,0.1,0.01,0.01
3228,power-plant,fixnoiseFCN,32,1e-05,0.0005,0.05,0.01,0.01
3229,kin8nm,fixnoiseFCN,32,0.0001,0.0005,0.001,0.01,0.01
3230,power-plant,fixnoiseFCN,32,1e-05,0.0005,0.1,0.01,0.01
3231,kin8nm,fixnoiseFCN,32,0.0001,0.0005,0.005,0.01,0.01
3232,power-plant,noisyFCN,32,0.0001,0.0001,0.01,0.05,0.01
3235,kin8nm,fixnoiseFCN,32,0.0001,0.0005,0.01,0.01,0.01
3236,kin8nm,fixnoiseFCN,32,0.0001,0.0005,0.05,0.01,0.01
3237,kin8nm,noisyFCN,32,0.1,0.001,0.01,0.1,0.01
3239,kin8nm,fixnoiseFCN,32,0.0001,0.0005,0.1,0.01,0.01
3240,power-plant,fixnoiseFCN,32,1e-05,0.001,0.001,0.01,0.01
3241,kin8nm,fixnoiseFCN,32,0.0001,0.001,0.001,0.01,0.01
3242,kin8nm,noisyFCN,32,0.1,0.002,0.01,0.001,0.01
3243,kin8nm,fixnoiseFCN,32,0.0001,0.001,0.005,0.01,0.01
3244,kin8nm,fixnoiseFCN,32,0.0001,0.001,0.01,0.01,0.01
3246,kin8nm,noisyFCN,32,0.1,0.002,0.01,0.005,0.01
3247,power-plant,fixnoiseFCN,32,1e-05,0.001,0.005,0.01,0.01
3248,kin8nm,fixnoiseFCN,32,0.0001,0.001,0.05,0.01,0.01
3250,power-plant,noisyFCN,32,0.0001,0.0001,0.01,0.1,0.01
3251,kin8nm,fixnoiseFCN,32,0.0001,0.001,0.1,0.01,0.01
3252,kin8nm,noisyFCN,32,0.1,0.002,0.01,0.01,0.01
3253,kin8nm,fixnoiseFCN,32,0.0001,0.002,0.001,0.01,0.01
3254,power-plant,fixnoiseFCN,32,1e-05,0.001,0.01,0.01,0.01
3255,kin8nm,fixnoiseFCN,32,0.0001,0.002,0.005,0.01,0.01
3257,kin8nm,fixnoiseFCN,32,0.0001,0.002,0.01,0.01,0.01
3259,kin8nm,noisyFCN,32,0.1,0.002,0.01,0.05,0.01
3260,kin8nm,fixnoiseFCN,32,0.0001,0.002,0.05,0.01,0.01
3261,power-plant,fixnoiseFCN,32,1e-05,0.001,0.05,0.01,0.01
